frame,time_s,mouth_open_y,mouth_form,eye_l_open,eye_r_open,breath,angle_z,phoneme,mora
47,1.566667,0.674345,0.090846,1.000000,1.000000,0.405848,6.278643,w,ワ
48,1.600000,0.796548,-0.002424,1.000000,1.000000,0.400692,5.914901,w,ワ
49,1.633333,0.607930,-0.111273,1.000000,1.000000,0.395613,5.295644,a,ワ
50,1.666667,0.469915,-0.242345,1.000000,1.000000,0.390617,4.479153,d,ド
51,1.700000,0.603203,-0.375395,1.000000,1.000000,0.385712,3.542273,d,ド
52,1.733333,0.612520,-0.470367,1.000000,1.000000,0.380907,2.573181,o,ド
53,1.766667,0.390260,-0.508530,1.000000,1.000000,0.376208,1.663081,o,オ
54,1.800000,0.233590,-0.502263,1.000000,1.000000,0.371623,0.897630,s,ス
55,1.833333,0.231073,-0.475550,1.000000,1.000000,0.367160,0.348870,s,ス
56,1.866667,0.295686,-0.445183,1.000000,1.000000,0.362827,0.068154,s,ス
57,1.900000,0.328126,-0.420204,1.000000,1.000000,0.358631,0.000000,s,ス
58,1.933333,0.286819,-0.405916,1.000000,1.000000,0.354580,0.000000,u,ス
59,1.966667,0.346363,-0.404856,1.000000,1.000000,0.350681,0.000000,r,ル
60,2.000000,0.408678,-0.418318,1.000000,1.000000,0.346942,0.000000,r,ル
61,2.033333,0.413997,-0.444812,1.000000,1.000000,0.343370,0.000000,n,ノ
62,2.066667,0.518341,-0.473763,1.000000,1.000000,0.339974,0.000000,n,ノ
63,2.100000,0.440369,-0.484113,1.000000,1.000000,0.336761,0.000000,n,ノ
64,2.133333,0.243204,-0.456333,1.000000,1.000000,0.333738,0.000000,o,ノ
65,2.166667,0.426558,-0.389513,1.000000,1.000000,0.330913,0.000000,k,カ
66,2.200000,0.737199,-0.300102,1.000000,1.000000,0.328293,0.000000,k,カ
67,2.233333,0.845846,-0.206357,1.000000,1.000000,0.325887,0.000000,a,カ
68,2.266667,0.839791,-0.141289,1.000000,1.000000,0.323702,0.000000,a,カ
69,2.300000,0.826360,-0.111781,1.000000,1.000000,0.321746,0.000000,a,カ
70,2.333333,0.776686,-0.086067,1.000000,1.000000,0.320026,0.000000,a,カ
71,2.366667,0.604756,-0.073147,1.000000,1.000000,0.318549,0.000000,a,カ
72,2.400000,0.432825,-0.060227,1.000000,1.000000,0.317324,0.000000,a,カ
73,2.433333,0.260894,-0.051317,1.000000,1.000000,0.316358,0.000000,a,カ
74,2.466667,0.088963,-0.043083,1.000000,1.000000,0.315658,0.000000,a,カ
75,2.500000,0.000000,-0.032207,0.767356,0.767356,0.315233,0.000000,a,カ
76,2.533333,0.000000,-0.018497,0.259655,0.259655,0.315089,0.000000,a,カ
77,2.566667,0.000000,-0.005998,0.000000,0.000000,0.321580,0.000000,a,カ
78,2.600000,0.000000,-0.003348,0.105747,0.105747,0.339376,0.000000,a,カ
79,2.633333,0.000000,-0.000698,0.398046,0.398046,0.365965,0.000000,sp,.
80,2.666667,0.000000,0.000000,0.701517,0.701517,0.398836,0.000000,sp,.
81,2.700000,0.000000,0.000000,0.907678,0.907678,0.435475,0.000000,sp,.
82,2.733333,0.000000,-0.008593,1.000000,1.000000,0.473370,0.000000,sp,.
83,2.766667,0.000000,-0.032236,1.000000,1.000000,0.510009,0.000000,sil,
84,2.800000,0.000000,-0.055880,1.000000,1.000000,0.542880,0.000000,sil,
85,2.833333,0.000000,-0.124171,1.000000,1.000000,0.569469,0.000000,sil,
86,2.866667,0.000000,-0.192896,1.000000,1.000000,0.587266,0.000000,sil,
87,2.900000,0.000000,-0.248761,1.000000,1.000000,0.593756,0.000000,sil,
88,2.933333,0.000000,-0.296655,1.000000,1.000000,0.593705,0.000000,sil,
89,2.966667,0.049531,-0.347738,1.000000,1.000000,0.593552,0.000000,sil,
90,3.000000,0.228746,-0.392205,1.000000,1.000000,0.593300,0.000000,sil,
91,3.033333,0.417559,-0.435784,1.000000,1.000000,0.592949,0.000000,y,ヨ
92,3.066667,0.535196,-0.474450,1.000000,1.000000,0.592501,0.000000,y,ヨ
93,3.100000,0.630975,-0.498303,1.000000,1.000000,0.591958,0.000000,o,ヨ
94,3.133333,0.483715,-0.494603,1.000000,1.000000,0.591320,0.000000,o,ヨ
95,3.166667,0.326571,-0.454976,1.000000,1.000000,0.590589,0.000000,k,ク
96,3.200000,0.379186,-0.372093,1.000000,1.000000,0.589767,0.000000,k,ク
97,3.233333,0.333383,-0.236350,1.000000,1.000000,0.588855,0.000000,u,ク
98,3.266667,0.297000,-0.035173,1.000000,1.000000,0.587855,0.000000,k,キ
99,3.300000,0.300483,0.228228,1.000000,1.000000,0.586767,0.000000,k,キ
100,3.333333,0.205521,0.425463,1.000000,1.000000,0.585594,0.000000,k,キ
101,3.366667,0.117389,0.376658,1.000000,1.000000,0.584336,0.000000,i,キ
102,3.400000,0.268637,0.119865,1.000000,1.000000,0.582995,0.000000,k,ク
103,3.433333,0.353667,-0.148447,1.000000,1.000000,0.581573,0.000000,k,ク
104,3.466667,0.400547,-0.316944,1.000000,1.000000,0.580071,0.000000,u,ク
105,3.500000,0.402472,-0.422587,1.000000,1.000000,0.578490,0.000000,k,コ
106,3.533333,0.480923,-0.481569,1.000000,1.000000,0.576832,0.000000,k,コ
107,3.566667,0.573077,-0.517082,1.000000,1.000000,0.575098,0.000000,k,コ
108,3.600000,0.466170,-0.537866,1.000000,1.000000,0.573290,0.000000,o,コ
109,3.633333,0.478580,-0.547043,1.000000,1.000000,0.571409,0.000000,n,ノ
110,3.666667,0.567568,-0.549600,1.000000,1.000000,0.569456,0.000000,n,ノ
111,3.700000,0.458459,-0.549415,1.000000,1.000000,0.567433,0.000000,o,ノ
112,3.733333,0.422747,-0.542128,1.000000,1.000000,0.565342,0.000000,t,ト
113,3.766667,0.534836,-0.501976,1.000000,1.000000,0.563183,0.000000,t,ト
114,3.800000,0.631620,-0.376718,1.000000,1.000000,0.560958,0.000000,o,ト
115,3.833333,0.551732,-0.118652,1.000000,1.000000,0.558668,0.000000,o,ト
116,3.866667,0.464158,0.275910,1.000000,1.000000,0.556316,0.000000,i,イ
117,3.900000,0.373274,0.667431,1.000000,1.000000,0.553902,0.000000,i,イ
118,3.933333,0.292718,0.845878,1.000000,1.000000,0.551428,0.000000,n,ニ
119,3.966667,0.329330,0.893382,1.000000,1.000000,0.548895,0.000000,n,ニ
120,4.000000,0.421989,0.898893,1.000000,1.000000,0.546304,0.000000,n,ニ
121,4.033333,0.102167,0.688510,1.000000,1.000000,0.543658,0.000000,i,ニ
122,4.066667,0.000000,0.000000,1.000000,1.000000,0.540957,0.000000,sp,","
123,4.100000,0.000000,0.000000,1.000000,1.000000,0.538203,0.000000,sp,","
124,4.133333,0.035192,0.000000,1.000000,1.000000,0.535397,0.000000,sp,","
125,4.166667,0.287423,0.000000,1.000000,1.000000,0.532541,0.000000,a,ア
126,4.200000,0.695423,0.029879,1.000000,1.000000,0.529636,0.000000,a,ア
127,4.233333,0.916812,0.137915,1.000000,1.000000,0.526683,0.000000,a,ア
128,4.266667,0.826497,0.318762,1.000000,1.000000,0.523685,0.000000,a,ア
129,4.300000,0.590696,0.500543,1.000000,1.000000,0.520641,0.000000,i,イ
130,4.333333,0.497941,0.577575,1.000000,1.000000,0.517555,0.000000,i,イ
131,4.366667,0.617514,0.492898,1.000000,1.000000,0.514427,0.000000,d,ダ
132,4.400000,0.784994,0.307495,1.000000,1.000000,0.511258,0.000000,a,ダ
133,4.433333,0.708657,0.136006,1.000000,1.000000,0.508051,0.000000,a,ダ
134,4.466667,0.597752,0.036220,1.000000,1.000000,0.504805,0.000000,t,タ
135,4.500000,0.619035,-0.009353,1.000000,1.000000,0.501524,0.000000,a,タ
136,4.533333,0.407326,-0.052301,1.000000,1.000000,0.498208,0.000000,a,タ
137,4.566667,0.187187,-0.122017,1.000000,1.000000,0.494859,0.000000,k,ク
138,4.600000,0.275863,-0.191265,1.000000,1.000000,0.491478,0.000000,k,ク
139,4.633333,0.309952,-0.194155,1.000000,1.000000,0.488066,0.000000,u,ク
140,4.666667,0.241832,-0.088165,1.000000,1.000000,0.484626,0.000000,j,ジ
141,4.700000,0.297983,0.172629,1.000000,1.000000,0.481157,0.000000,j,ジ
142,4.733333,0.329990,0.461852,1.000000,1.000000,0.477663,0.000000,i,ジ
143,4.766667,0.265262,0.586666,1.000000,1.000000,0.474143,0.000000,s,サ
144,4.800000,0.265782,0.528922,1.000000,1.000000,0.470601,0.000000,s,サ
145,4.833333,0.518144,0.372330,1.000000,1.000000,0.467036,0.000000,s,サ
146,4.866667,0.813816,0.206554,1.000000,1.000000,0.463451,0.000000,a,サ
147,4.900000,0.685220,0.086035,1.000000,1.000000,0.459846,0.000000,a,サ
148,4.933333,0.351123,0.024799,1.000000,1.000000,0.456224,-0.026904,N,ン
149,4.966667,0.377029,0.003963,1.000000,1.000000,0.452586,-0.260998,N,ン
150,5.000000,0.526386,0.000000,1.000000,1.000000,0.448933,-0.843009,w,ワ
151,5.033333,0.651813,0.000000,1.000000,1.000000,0.445266,-1.740967,w,ワ
152,5.066667,0.801570,0.000000,1.000000,1.000000,0.441587,-2.870359,a,ワ
153,5.100000,0.820009,0.001281,1.000000,1.000000,0.437898,-4.852182,a,ワ
154,5.133333,0.000000,0.068286,1.000000,1.000000,0.434199,-8.313400,k,ケ
155,5.166667,0.000000,0.151364,1.000000,1.000000,0.430493,-6.224336,k,ケ
156,5.200000,0.000000,0.234451,1.000000,1.000000,0.426780,-1.409668,k,ケ
157,5.233333,0.127904,0.281177,1.000000,1.000000,0.423063,-0.091930,k,ケ
158,5.266667,0.405482,0.306467,1.000000,1.000000,0.419341,0.000000,k,ケ
159,5.300000,0.629000,0.350867,1.000000,1.000000,0.415618,0.000000,k,ケ
160,5.333333,0.710854,0.436981,1.000000,1.000000,0.411894,0.000000,e,ケ
161,5.366667,0.583892,0.555566,1.000000,1.000000,0.408171,0.000000,e,ケ
162,5.400000,0.373340,0.632275,1.000000,1.000000,0.404449,0.000000,i,イ
163,5.433333,0.242254,0.593512,1.000000,1.000000,0.400732,0.000000,i,イ
164,5.466667,0.344109,0.462283,1.000000,1.000000,0.397019,0.000000,z,ザ
165,5.500000,0.672107,0.348700,1.000000,1.000000,0.393313,0.000000,z,ザ
166,5.533333,0.766003,0.362445,1.000000,1.000000,0.389614,0.000000,a,ザ
167,5.566667,0.498181,0.503006,1.000000,1.000000,0.385925,0.000000,a,ザ
168,5.600000,0.323987,0.638640,1.000000,1.000000,0.382246,0.000000,i,イ
169,5.633333,0.235610,0.661697,1.000000,1.000000,0.378579,0.000000,s,セ
170,5.666667,0.375741,0.597380,1.000000,1.000000,0.374926,0.000000,s,セ
171,5.700000,0.626673,0.535435,1.000000,1.000000,0.371288,0.000000,s,セ
172,5.733333,0.632402,0.537299,1.000000,1.000000,0.367666,0.000000,e,セ
173,5.766667,0.492273,0.571840,1.000000,1.000000,0.364061,0.000000,e,セ
174,5.800000,0.386422,0.517104,1.000000,1.000000,0.360476,0.000000,i,イ
175,5.833333,0.264540,0.286927,1.000000,1.000000,0.356911,0.000000,i,イ
176,5.866667,0.301142,-0.017125,1.000000,1.000000,0.353369,0.000000,ch,チョ
177,5.900000,0.515411,-0.251747,1.000000,1.000000,0.349849,0.000000,ch,チョ
178,5.933333,0.665694,-0.415470,1.000000,1.000000,0.346355,0.000000,o,チョ
179,5.966667,0.512090,-0.507195,1.000000,1.000000,0.342886,0.000000,o,チョ
180,6.000000,0.241926,-0.537662,1.000000,1.000000,0.339446,0.000000,o,オ
181,6.033333,0.309400,-0.518512,1.000000,1.000000,0.336034,0.000000,t,ト
182,6.066667,0.583047,-0.425684,1.000000,1.000000,0.332653,0.000000,t,ト
183,6.100000,0.581479,-0.247878,1.000000,1.000000,0.329304,0.000000,o,ト
184,6.133333,0.474815,-0.080434,1.000000,1.000000,0.325988,0.000000,o,ト
185,6.166667,0.431216,-0.042082,1.000000,1.000000,0.322707,0.000000,i,イ
186,6.200000,0.360615,-0.079076,1.000000,1.000000,0.319461,0.000000,u,ウ
187,6.233333,0.258421,-0.035026,1.000000,1.000000,0.316254,0.000000,u,ウ
188,6.266667,0.248433,0.173399,1.000000,1.000000,0.313085,0.000000,sh,シ
189,6.300000,0.194210,0.451938,1.000000,1.000000,0.309957,0.000000,sh,シ
190,6.333333,0.184691,0.603682,1.000000,1.000000,0.306871,0.000000,i,シ
191,6.366667,0.476230,0.587849,1.000000,1.000000,0.303827,0.000000,t,テ
192,6.400000,0.594705,0.474750,1.000000,1.000000,0.300829,0.000000,t,テ
193,6.433333,0.342930,0.353170,1.000000,1.000000,0.297876,0.000000,e,テ
194,6.466667,0.194638,0.259248,1.000000,1.000000,0.294971,0.000000,N,ン
195,6.500000,0.343348,0.186400,1.000000,1.000000,0.292115,0.000000,N,ン
196,6.533333,0.564803,0.122760,1.000000,1.000000,0.289309,0.000000,N,ン
197,6.566667,0.694673,0.067936,1.000000,1.000000,0.286555,0.000000,k,カ
198,6.600000,0.670584,0.028742,1.000000,1.000000,0.283854,0.000000,a,カ
199,6.633333,0.620996,0.007358,1.000000,1.000000,0.281208,0.000000,r,ラ
200,6.666667,0.778295,0.000000,1.000000,1.000000,0.278617,0.000000,r,ラ
201,6.700000,0.840421,-0.004638,1.000000,1.000000,0.276084,0.000000,a,ラ
202,6.733333,0.642090,-0.020321,1.000000,1.000000,0.273610,0.000000,a,ラ
203,6.766667,0.234090,-0.048675,1.000000,1.000000,0.271196,0.000000,a,ラ
204,6.800000,0.000000,-0.089000,1.000000,1.000000,0.268844,0.000000,a,ラ
205,6.833333,0.000000,-0.135312,1.000000,1.000000,0.266554,0.000000,k,コ
206,6.866667,0.000000,-0.183315,1.000000,1.000000,0.264329,0.000000,k,コ
207,6.900000,0.000000,-0.231557,1.000000,1.000000,0.262170,0.000000,k,コ
208,6.933333,0.000000,-0.279803,1.000000,1.000000,0.260079,0.000000,k,コ
209,6.966667,0.000000,-0.328049,1.000000,1.000000,0.258056,0.000000,k,コ
210,7.000000,0.055676,-0.376207,1.000000,1.000000,0.256103,0.000000,k,コ
211,7.033333,0.242206,-0.422752,1.000000,1.000000,0.254222,0.000000,k,コ
212,7.066667,0.467091,-0.459970,1.000000,1.000000,0.252414,0.000000,k,コ
213,7.100000,0.582364,-0.468454,1.000000,1.000000,0.250680,0.000000,k,コ
214,7.133333,0.575173,-0.425370,1.000000,1.000000,0.249022,0.000000,o,コ
215,7.166667,0.564724,-0.328064,1.000000,1.000000,0.247441,0.000000,t,タ
216,7.200000,0.733455,-0.199546,1.000000,1.000000,0.245939,0.000000,t,タ
217,7.233333,0.870003,-0.066790,1.000000,1.000000,0.244517,0.000000,t,タ
218,7.266667,0.763979,0.082542,1.000000,1.000000,0.243176,0.000000,a,タ
219,7.300000,0.646599,0.232528,1.000000,1.000000,0.241918,0.000000,e,エ
220,7.333333,0.548856,0.328922,1.000000,1.000000,0.240745,0.000000,e,エ
221,7.366667,0.560747,0.397519,1.000000,1.000000,0.239657,0.000000,t,テ
222,7.400000,0.555882,0.358695,1.000000,1.000000,0.238657,0.000000,e,テ
223,7.433333,0.307260,0.155189,1.000000,1.000000,0.237745,0.000000,i,イ
224,7.466667,0.054224,0.008591,1.000000,1.000000,0.236923,0.000000,i,イ
225,7.500000,0.080206,0.000000,1.000000,1.000000,0.236192,0.000000,m,マ
226,7.533333,0.362077,0.000000,1.000000,1.000000,0.235554,0.000000,m,マ
227,7.566667,0.448572,-0.003896,1.000000,1.000000,0.235011,0.000000,a,マ
228,7.600000,0.240566,-0.042770,1.000000,1.000000,0.234563,0.000000,s,ス
229,7.633333,0.228000,-0.122393,1.000000,1.000000,0.234212,0.000000,s,ス
230,7.666667,0.222147,-0.189100,1.000000,1.000000,0.233960,0.000000,s,ス
231,7.700000,0.212255,-0.223685,1.000000,1.000000,0.233807,0.000000,s,ス
232,7.733333,0.141813,-0.244916,1.000000,1.000000,0.233756,0.000000,s,ス
233,7.766667,0.048944,-0.261200,1.000000,1.000000,0.242141,0.000000,s,ス
234,7.800000,0.019578,-0.204187,1.000000,1.000000,0.265131,0.000000,s,ス
235,7.833333,0.000000,-0.135991,0.607828,0.607828,0.299481,0.000000,u,ス
236,7.866667,0.000000,-0.064600,0.129132,0.129132,0.341945,0.000000,u,ス
237,7.900000,0.000000,-0.003220,0.000000,0.000000,0.389278,0.000000,u,ス
238,7.933333,0.000000,-0.001346,0.178260,0.178260,0.438234,0.000000,sp,.
239,7.966667,0.000000,-0.003586,0.499564,0.499564,0.485567,0.000000,sp,.
240,8.000000,0.000000,-0.016300,0.771130,0.771130,0.528031,0.000000,sil,
241,8.033333,0.000000,-0.071607,0.954087,0.954087,0.562381,0.000000,sil,
242,8.066667,0.000000,-0.185693,1.000000,1.000000,0.585371,0.000000,sil,
243,8.100000,0.000000,-0.302041,1.000000,1.000000,0.593756,0.000000,sil,
244,8.133333,0.000000,-0.420180,1.000000,1.000000,0.593707,0.000000,sil,
245,8.166667,0.034238,-0.473409,1.000000,1.000000,0.593561,0.000000,sil,
246,8.200000,0.217946,-0.500164,1.000000,1.000000,0.593318,0.000000,k,コ
247,8.233333,0.469253,-0.515083,1.000000,1.000000,0.592981,0.000000,k,コ
248,8.266667,0.592896,-0.521946,1.000000,1.000000,0.592551,0.000000,k,コ
249,8.300000,0.474501,-0.512378,1.000000,1.000000,0.592029,0.000000,o,コ
250,8.333333,0.302112,-0.481926,1.000000,1.000000,0.591416,0.000000,o,コ
251,8.366667,0.317020,-0.431652,1.000000,1.000000,0.590714,0.000000,k,ク
252,8.400000,0.297479,-0.361919,1.000000,1.000000,0.589924,0.000000,k,ク
253,8.433333,0.293305,-0.271675,1.000000,1.000000,0.589047,0.000000,s,サ
254,8.466667,0.551341,-0.159992,1.000000,1.000000,0.588086,0.077134,s,サ
255,8.500000,0.831505,-0.000917,1.000000,1.000000,0.587040,0.402038,s,サ
256,8.533333,0.735985,0.239368,1.000000,1.000000,0.585911,1.046462,a,サ
257,8.566667,0.593210,0.463705,1.000000,1.000000,0.584701,1.950039,a,サ
258,8.600000,0.698306,0.511576,1.000000,1.000000,0.583412,3.027728,i,イ
259,8.633333,0.736031,0.351698,1.000000,1.000000,0.582043,4.178099,e,エ
260,8.666667,0.568927,0.080520,1.000000,1.000000,0.580598,5.292885,e,エ
261,8.700000,0.458154,-0.160271,1.000000,1.000000,0.579076,6.267166,e,エ
262,8.733333,0.481858,-0.329726,1.000000,1.000000,0.577480,7.009248,n,ノ
263,8.766667,0.315757,-0.439369,1.000000,1.000000,0.575810,7.449288,o,ノ
264,8.800000,0.148718,-0.476959,1.000000,1.000000,0.574069,7.545872,f,フ
265,8.833333,0.205212,-0.462450,1.000000,1.000000,0.572257,7.289909,f,フ
266,8.866667,0.358604,-0.416262,1.000000,1.000000,0.570375,6.705491,f,フ
267,8.900000,0.599497,-0.339588,1.000000,1.000000,0.568426,5.847618,u,フ
268,8.933333,0.853497,-0.237683,1.000000,1.000000,0.566410,4.797033,u,フ
269,8.966667,0.837573,-0.145801,1.000000,1.000000,0.564329,3.652611,a,ア
270,9.000000,0.511088,-0.106783,1.000000,1.000000,0.562183,2.522060,a,ア
271,9.033333,0.235884,-0.127904,1.000000,1.000000,0.559976,1.511784,a,ア
272,9.066667,0.120536,-0.183935,1.000000,1.000000,0.557706,0.716866,N,ン
273,9.100000,0.135451,-0.251180,1.000000,1.000000,0.555377,0.212120,N,ン
274,9.133333,0.349742,-0.320167,1.000000,1.000000,0.552989,0.019270,t,ト
275,9.166667,0.581261,-0.387771,1.000000,1.000000,0.550544,0.000000,t,ト
276,9.200000,0.665070,-0.448361,1.000000,1.000000,0.548043,0.000000,o,ト
277,9.233333,0.667094,-0.440001,1.000000,1.000000,0.545488,0.000000,o,ト
278,9.266667,0.470862,-0.170836,1.000000,1.000000,0.542879,0.000000,o,ト
279,9.300000,0.000000,0.000000,1.000000,1.000000,0.540218,0.000000,sp,","
280,9.333333,0.000000,0.000000,1.000000,1.000000,0.537506,0.000000,sp,","
281,9.366667,0.000000,0.000000,1.000000,1.000000,0.534745,0.000000,sp,","
282,9.400000,0.177745,0.000000,1.000000,1.000000,0.531936,0.000000,sp,","
283,9.433333,0.546067,-0.005954,1.000000,1.000000,0.529081,0.000000,w,ワ
284,9.466667,0.767042,-0.013000,1.000000,1.000000,0.526180,0.000000,a,ワ
285,9.500000,0.673366,-0.008982,1.000000,1.000000,0.523235,0.000000,t,タ
286,9.533333,0.714344,0.007817,1.000000,1.000000,0.520248,0.000000,t,タ
287,9.566667,0.773587,0.050623,1.000000,1.000000,0.517219,0.000000,a,タ
288,9.600000,0.496376,0.144962,1.000000,1.000000,0.514150,0.000000,a,タ
289,9.633333,0.264986,0.295364,1.000000,1.000000,0.511043,0.000000,sh,シ
290,9.666667,0.241178,0.468819,1.000000,1.000000,0.507898,0.000000,sh,シ
291,9.700000,0.347565,0.598931,1.000000,1.000000,0.504717,0.000000,sh,シ
292,9.733333,0.486746,0.609205,1.000000,1.000000,0.501502,0.000000,i,シ
293,9.766667,0.655954,0.487146,1.000000,1.000000,0.498253,0.000000,t,タ
294,9.800000,0.591782,0.338542,1.000000,1.000000,0.494973,0.000000,a,タ
295,9.833333,0.330297,0.298630,1.000000,1.000000,0.491661,0.000000,ch,チ
296,9.866667,0.232635,0.391101,1.000000,1.000000,0.488321,0.000000,ch,チ
297,9.900000,0.335331,0.506895,1.000000,1.000000,0.484952,0.000000,ch,チ
298,9.933333,0.422507,0.481131,1.000000,1.000000,0.481557,0.000000,i,チ
299,9.966667,0.455489,0.214143,1.000000,1.000000,0.478136,0.000000,n,ノ
300,10.000000,0.565454,-0.110359,1.000000,1.000000,0.474692,0.000000,o,ノ
301,10.033333,0.482595,-0.326449,1.000000,1.000000,0.471225,0.000000,o,ノ
302,10.066667,0.310746,-0.428140,1.000000,1.000000,0.467736,0.000000,k,ク
303,10.100000,0.353737,-0.428643,1.000000,1.000000,0.464228,0.000000,k,ク
304,10.133333,0.470376,-0.368934,1.000000,1.000000,0.460700,0.000000,u,ク
305,10.166667,0.532970,-0.275401,1.000000,1.000000,0.457156,0.000000,r,ラ
306,10.200000,0.680632,-0.161726,1.000000,1.000000,0.453596,0.000000,r,ラ
307,10.233333,0.580391,-0.030198,1.000000,1.000000,0.450020,0.000000,a,ラ
308,10.266667,0.306601,0.155613,1.000000,1.000000,0.446432,0.000000,sh,シ
309,10.300000,0.234998,0.349926,1.000000,1.000000,0.442831,0.000000,sh,シ
310,10.333333,0.354209,0.415603,1.000000,1.000000,0.439220,0.000000,sh,シ
311,10.366667,0.559662,0.229668,1.000000,1.000000,0.435600,-0.065614,i,シ
312,10.400000,0.503120,-0.066109,1.000000,1.000000,0.431971,-0.337817,o,オ
313,10.433333,0.296102,-0.244940,1.000000,1.000000,0.428336,-0.869473,s,サ
314,10.466667,0.238475,-0.264009,1.000000,1.000000,0.424696,-1.611057,s,サ
315,10.500000,0.466902,-0.185147,1.000000,1.000000,0.421052,-2.492775,s,サ
316,10.533333,0.510284,-0.093137,1.000000,1.000000,0.417404,-3.431642,a,サ
317,10.566667,0.301019,-0.032935,1.000000,1.000000,0.413756,-4.339296,s,サ
318,10.600000,0.246916,-0.006482,1.000000,1.000000,0.410108,-5.130313,s,サ
319,10.633333,0.482920,0.016803,1.000000,1.000000,0.406460,-5.730245,s,サ
320,10.666667,0.761871,0.054055,1.000000,1.000000,0.402816,-6.082628,a,サ
321,10.700000,0.749590,0.068254,1.000000,1.000000,0.399176,-6.154300,e,エ
322,10.733333,0.475553,0.004696,1.000000,1.000000,0.395541,-5.938512,e,エ
