frame,time_s,mouth_open_y,mouth_form,eye_l_open,eye_r_open,breath,angle_z,phoneme,mora
77,2.566667,0.261608,-0.774190,1.000000,1.000000,0.396160,0.000000,o,ト
78,2.600000,0.190000,-0.860671,1.000000,1.000000,0.390973,0.000000,ts,ツ
79,2.633333,0.202218,-0.805165,1.000000,1.000000,0.385800,0.000000,ts,ツ
80,2.666667,0.335094,-0.401451,1.000000,1.000000,0.381576,0.000000,ts,ツ
81,2.700000,0.131790,-0.039911,1.000000,1.000000,0.378667,0.000000,u,ツ
82,2.733333,0.000000,0.000000,1.000000,1.000000,0.377036,0.000000,m,メ
83,2.766667,0.340000,0.000000,1.000000,1.000000,0.376617,0.000000,e,メ
84,2.800000,0.514588,0.066836,1.000000,1.000000,0.377318,0.000000,e,メ
85,2.833333,0.448304,0.214445,1.000000,1.000000,0.379021,0.000000,w,ワ
86,2.866667,0.454281,0.226070,1.000000,1.000000,0.381589,0.000000,w,ワ
87,2.900000,0.632014,0.178607,1.000000,1.000000,0.384866,0.000000,w,ワ
88,2.933333,0.729272,0.126835,1.000000,1.000000,0.388682,0.000000,a,ワ
89,2.966667,0.729719,0.074851,1.000000,1.000000,0.392857,0.000000,a,ワ
90,3.000000,0.680000,0.022480,1.000000,1.000000,0.397204,0.000000,a,ワ
91,3.033333,0.340000,-0.029845,1.000000,1.000000,0.401536,0.000000,a,ワ
92,3.066667,0.000000,-0.046833,1.000000,1.000000,0.405669,0.000000,a,ワ
93,3.100000,0.000000,-0.010253,1.000000,1.000000,0.409425,0.000000,a,ワ
94,3.133333,0.000000,0.000000,1.000000,1.000000,0.412638,0.000000,sp,","
95,3.166667,0.000000,0.000000,1.000000,1.000000,0.415160,0.000000,sp,","
96,3.200000,0.000000,0.000000,1.000000,1.000000,0.416857,0.000000,sp,","
97,3.233333,0.000000,0.000000,1.000000,1.000000,0.417623,0.000000,sp,","
98,3.266667,0.000000,0.000000,1.000000,1.000000,0.417371,0.000000,sp,","
99,3.300000,0.000000,0.000000,1.000000,1.000000,0.416046,0.000000,sp,","
100,3.333333,0.000000,0.000000,1.000000,1.000000,0.413617,0.000000,sp,","
101,3.366667,0.000000,0.000000,1.000000,1.000000,0.410086,0.000000,sp,","
102,3.400000,0.000000,0.000000,1.000000,1.000000,0.405482,0.000000,sp,","
103,3.433333,0.000000,0.000000,1.000000,1.000000,0.399863,0.000000,sp,","
104,3.466667,0.000000,0.000000,1.000000,1.000000,0.393314,0.000000,sp,","
105,3.500000,0.000000,0.000000,1.000000,1.000000,0.385948,0.000000,sp,","
106,3.533333,0.200918,0.000000,1.000000,1.000000,0.377899,0.000000,sp,","
107,3.566667,0.350513,-0.267646,1.000000,1.000000,0.369322,0.000000,k,コ
108,3.600000,0.509986,-0.765715,1.000000,1.000000,0.360390,0.000000,k,コ
109,3.633333,0.387138,-0.927392,1.000000,1.000000,0.351289,0.000000,o,コ
110,3.666667,0.218773,-0.876446,1.000000,1.000000,0.342213,0.000000,k,ク
111,3.700000,0.289629,-0.778491,1.000000,1.000000,0.333361,0.000000,k,ク
112,3.733333,0.229152,-0.632084,1.000000,1.000000,0.324934,0.000000,u,ク
113,3.766667,0.251314,-0.429135,1.000000,1.000000,0.317128,0.000000,s,サ
114,3.800000,0.591314,-0.167195,1.000000,1.000000,0.310129,0.000000,s,サ
115,3.833333,0.627312,0.129643,1.000000,1.000000,0.304112,0.000000,a,サ
116,3.866667,0.423559,0.329652,1.000000,1.000000,0.299235,0.000000,i,イ
117,3.900000,0.343665,0.244425,1.000000,1.000000,0.295635,0.000000,i,イ
118,3.933333,0.384245,-0.112360,1.000000,1.000000,0.293427,0.000000,n,ノ
119,3.966667,0.457472,-0.485431,1.000000,1.000000,0.292699,0.000000,o,ノ
120,4.000000,0.203094,-0.638424,1.000000,1.000000,0.293511,0.000000,z,ザ
121,4.033333,0.197234,-0.549182,1.000000,1.000000,0.295849,0.000000,z,ザ
122,4.066667,0.532590,-0.349397,1.000000,1.000000,0.298792,0.000000,z,ザ
123,4.100000,0.538321,-0.163491,1.000000,1.000000,0.301957,0.000000,a,ザ
124,4.133333,0.198321,-0.052125,1.000000,1.000000,0.305336,0.000000,a,ザ
125,4.166667,0.170950,-0.010084,1.000000,1.000000,0.308920,0.000000,N,ン
126,4.200000,0.419592,0.000000,1.000000,1.000000,0.312699,0.000000,N,ン
127,4.233333,0.686658,0.000000,1.000000,1.000000,0.316662,0.000000,d,ダ
128,4.266667,0.764803,0.000000,1.000000,1.000000,0.320799,0.000000,a,ダ
129,4.300000,0.560390,0.000000,1.000000,1.000000,0.325098,0.000000,a,ダ
130,4.333333,0.467225,0.000000,1.000000,1.000000,0.329547,0.000000,k,カ
131,4.366667,0.682528,0.000000,1.000000,1.000000,0.334135,0.000000,k,カ
132,4.400000,0.630268,0.000000,1.000000,1.000000,0.338849,0.000000,a,カ
133,4.433333,0.472157,0.000000,1.000000,1.000000,0.343675,0.000000,d,ダ
134,4.466667,0.683588,0.011181,1.000000,1.000000,0.348601,0.000000,d,ダ
135,4.500000,0.682595,0.042968,1.000000,1.000000,0.353613,0.000000,a,ダ
136,4.533333,0.394919,0.107222,1.000000,1.000000,0.358697,0.000000,a,ダ
137,4.566667,0.493119,0.192941,1.000000,1.000000,0.363840,0.000000,k,ケ
138,4.600000,0.587879,0.272646,1.000000,1.000000,0.369271,0.000000,e,ケ
139,4.633333,0.424788,0.322239,1.000000,1.000000,0.375962,0.000000,e,ケ
140,4.666667,0.508155,0.334614,1.000000,1.000000,0.383970,0.000000,d,デ
141,4.700000,0.558139,0.311612,1.000000,1.000000,0.393220,0.000000,e,デ
142,4.733333,0.451306,0.254890,1.000000,1.000000,0.403607,0.000000,n,ナ
143,4.766667,0.478617,0.173118,1.000000,1.000000,0.415002,0.000000,n,ナ
144,4.800000,0.680000,0.076699,1.000000,1.000000,0.427252,0.000000,n,ナ
145,4.833333,0.340000,-0.032817,1.000000,1.000000,0.440183,0.000000,a,ナ
146,4.866667,0.000000,-0.156291,1.000000,1.000000,0.453608,0.000000,k,ク
147,4.900000,0.160815,-0.289126,1.000000,1.000000,0.467325,0.000000,k,ク
148,4.933333,0.278730,-0.422955,1.000000,1.000000,0.481124,0.000000,k,ク
149,4.966667,0.352699,-0.543538,1.000000,1.000000,0.494793,0.000000,u,ク
150,5.000000,0.352053,-0.417127,1.000000,1.000000,0.508117,0.000000,u,ク
151,5.033333,0.188812,-0.095931,1.000000,1.000000,0.520891,0.000000,u,ク
152,5.066667,0.000000,0.000000,1.000000,1.000000,0.532917,0.000000,sp,","
153,5.100000,0.000000,0.000000,1.000000,1.000000,0.544011,0.048514,sp,","
154,5.133333,0.000000,0.000000,1.000000,1.000000,0.554007,0.240060,sp,","
155,5.166667,0.000000,0.000000,1.000000,1.000000,0.562760,0.559598,sp,","
156,5.200000,0.000000,0.000000,1.000000,1.000000,0.570148,0.977055,sp,","
157,5.233333,0.000000,0.000000,1.000000,1.000000,0.576080,1.453141,sp,","
158,5.266667,0.000000,0.000000,1.000000,1.000000,0.580487,1.943049,sp,","
159,5.300000,0.000000,0.000000,1.000000,1.000000,0.583336,2.400670,sp,","
160,5.333333,0.000000,0.000000,1.000000,1.000000,0.584621,2.782935,sp,","
161,5.366667,0.000000,0.000000,1.000000,1.000000,0.584368,3.053868,sp,","
162,5.400000,0.000000,0.000000,1.000000,1.000000,0.582631,3.187968,sp,","
163,5.433333,0.000000,0.000000,1.000000,1.000000,0.579494,3.172615,sp,","
164,5.466667,0.000000,0.000000,1.000000,1.000000,0.575067,3.009253,sp,","
165,5.500000,0.340000,0.000000,1.000000,1.000000,0.569483,2.713259,sp,","
166,5.533333,0.452174,-0.022066,1.000000,1.000000,0.562897,2.312489,n,ナ
167,5.566667,0.645691,-0.024276,1.000000,1.000000,0.555480,1.844662,n,ナ
168,5.600000,0.630298,0.072171,1.000000,1.000000,0.547418,1.353809,a,ナ
169,5.633333,0.290298,0.248967,1.000000,1.000000,0.538905,0.886126,a,ナ
170,5.666667,0.295188,0.478264,1.000000,1.000000,0.530138,0.485630,n,ニ
171,5.700000,0.395490,0.692019,1.000000,1.000000,0.521317,0.190015,i,ニ
172,5.733333,0.257597,0.828334,1.000000,1.000000,0.512681,0.027101,i,ニ
173,5.766667,0.291227,0.874001,1.000000,1.000000,0.505338,0.000000,n,ニ
174,5.800000,0.410410,0.834225,1.000000,1.000000,0.499813,0.000000,i,ニ
175,5.833333,0.368276,0.680494,1.000000,1.000000,0.496211,0.000000,i,ニ
176,5.866667,0.202594,0.396292,1.000000,1.000000,0.494589,0.000000,ts,ツ
177,5.900000,0.195056,0.039589,1.000000,1.000000,0.494955,0.000000,ts,ツ
178,5.933333,0.293900,-0.277996,1.000000,1.000000,0.497267,0.000000,ts,ツ
179,5.966667,0.423421,-0.440359,1.000000,1.000000,0.501435,0.000000,u,ツ
180,6.000000,0.493292,-0.407919,1.000000,1.000000,0.507077,0.000000,k,カ
181,6.033333,0.724597,-0.244865,1.000000,1.000000,0.513028,0.000000,k,カ
182,6.066667,0.743061,-0.023338,1.000000,1.000000,0.518997,0.000000,a,カ
183,6.100000,0.506867,0.226656,1.000000,1.000000,0.524793,0.000000,a,カ
184,6.133333,0.366411,0.476434,1.000000,1.000000,0.530224,0.000000,i,イ
185,6.166667,0.114598,0.636940,1.000000,1.000000,0.535103,0.000000,i,イ
186,6.200000,0.000000,0.371526,1.000000,1.000000,0.539250,0.000000,i,イ
187,6.233333,0.000000,0.032637,1.000000,1.000000,0.542500,0.000000,i,イ
188,6.266667,0.000000,0.000000,1.000000,1.000000,0.544701,0.000000,sp,","
189,6.300000,0.000000,0.000000,1.000000,1.000000,0.545723,0.000000,sp,","
190,6.333333,0.000000,0.000000,1.000000,1.000000,0.545459,0.000000,sp,","
191,6.366667,0.000000,0.000000,1.000000,1.000000,0.543829,0.000000,sp,","
192,6.400000,0.000000,0.000000,1.000000,1.000000,0.540778,0.000000,sp,","
193,6.433333,0.000000,0.000000,1.000000,1.000000,0.536282,0.000000,sp,","
194,6.466667,0.000000,0.000000,1.000000,1.000000,0.530347,0.000000,sp,","
195,6.500000,0.000000,0.000000,1.000000,1.000000,0.523010,0.000000,sp,","
196,6.533333,0.000000,0.000000,1.000000,1.000000,0.514335,0.000000,sp,","
197,6.566667,0.000000,0.000000,1.000000,1.000000,0.504417,0.000000,sp,","
198,6.600000,0.000000,0.000000,1.000000,1.000000,0.493377,0.000000,sp,","
199,6.633333,0.155995,-0.142893,1.000000,1.000000,0.481360,0.000000,sh,ショ
200,6.666667,0.190000,-0.530590,1.000000,1.000000,0.468531,0.000000,sh,ショ
201,6.700000,0.205569,-0.786339,1.000000,1.000000,0.455076,0.000000,sh,ショ
202,6.733333,0.484583,-0.875758,1.000000,1.000000,0.441191,0.000000,sh,ショ
203,6.766667,0.586792,-0.912823,1.000000,1.000000,0.427085,0.000000,o,ショ
204,6.800000,0.497248,-0.848622,1.000000,1.000000,0.412972,0.000000,o,オ
205,6.833333,0.452399,-0.666614,1.000000,1.000000,0.399064,0.000000,r,ラ
206,6.866667,0.645691,-0.395286,1.000000,1.000000,0.385574,0.000000,r,ラ
207,6.900000,0.783959,-0.073037,1.000000,1.000000,0.372703,0.000000,a,ラ
208,6.933333,0.524741,0.215949,1.000000,1.000000,0.360644,0.000000,a,ラ
209,6.966667,0.373140,0.277664,1.000000,1.000000,0.349569,0.000000,i,イ
210,7.000000,0.366070,-0.004214,1.000000,1.000000,0.339634,0.000000,n,ノ
211,7.033333,0.465821,-0.456539,1.000000,1.000000,0.330969,0.000000,n,ノ
212,7.066667,0.210959,-0.804002,1.000000,1.000000,0.323682,0.000000,sh,ショ
213,7.100000,0.191920,-0.957307,1.000000,1.000000,0.317849,0.000000,sh,ショ
214,7.133333,0.345659,-0.995380,1.000000,1.000000,0.313477,0.000000,sh,ショ
215,7.166667,0.414000,-0.999767,1.000000,1.000000,0.309661,0.000000,o,ショ
216,7.200000,0.339733,-0.997226,1.000000,1.000000,0.306037,0.000000,t,ト
217,7.233333,0.468901,-0.984843,1.000000,1.000000,0.302616,0.000000,t,ト
218,7.266667,0.276998,-0.950178,1.000000,1.000000,0.299407,0.000000,o,ト
219,7.300000,0.213690,-0.882746,1.000000,1.000000,0.296419,0.000000,k,ク
220,7.333333,0.284516,-0.765548,1.000000,1.000000,0.293660,0.000000,k,ク
221,7.366667,0.295809,-0.554372,1.000000,1.000000,0.291138,0.000000,u,ク
222,7.400000,0.247678,-0.222412,1.000000,1.000000,0.288860,0.000000,n,ニ
223,7.433333,0.360169,0.157017,1.000000,1.000000,0.286831,0.000000,n,ニ
224,7.466667,0.398122,0.408987,1.000000,1.000000,0.285057,0.000000,i,ニ
225,7.500000,0.263832,0.378025,1.000000,1.000000,0.283544,0.000000,i,ニ
226,7.533333,0.201982,0.095673,1.000000,1.000000,0.282295,0.000000,ts,ツ
227,7.566667,0.344094,-0.230055,1.000000,1.000000,0.281314,0.000000,ts,ツ
228,7.600000,0.439608,-0.393140,1.000000,1.000000,0.280604,0.000000,u,ツ
229,7.633333,0.600407,-0.343548,1.000000,1.000000,0.280166,0.000000,n,ナ
230,7.666667,0.764119,-0.193567,1.000000,1.000000,0.280001,0.000000,a,ナ
231,7.700000,0.561252,-0.073146,1.000000,1.000000,0.280111,0.000000,a,ナ
232,7.733333,0.522856,-0.033369,1.000000,1.000000,0.280494,0.000000,g,ガ
233,7.766667,0.577799,-0.078099,1.000000,1.000000,0.281151,0.000000,a,ガ
234,7.800000,0.237799,-0.206035,1.000000,1.000000,0.282078,0.000000,r,ル
235,7.833333,0.317788,-0.378597,1.000000,1.000000,0.283273,0.000000,r,ル
236,7.866667,0.298192,-0.503227,1.000000,1.000000,0.284734,0.000000,u,ル
237,7.900000,0.060285,-0.504573,1.000000,1.000000,0.286456,0.000000,u,ル
238,7.933333,0.367966,-0.401291,1.000000,1.000000,0.288434,0.000000,k,カ
239,7.966667,0.541820,-0.292269,1.000000,1.000000,0.290663,0.000000,k,カ
240,8.000000,0.686381,-0.295175,1.000000,1.000000,0.293137,0.000000,a,カ
241,8.033333,0.569084,-0.389023,1.000000,1.000000,0.295849,0.000000,o,オ
242,8.066667,0.415272,-0.210310,1.000000,1.000000,0.298792,0.000000,o,オ
243,8.100000,0.075272,0.000000,1.000000,1.000000,0.301957,0.000000,o,オ
244,8.133333,0.000000,0.000000,1.000000,1.000000,0.305336,0.000000,m,ミ
245,8.166667,0.232622,0.000000,1.000000,1.000000,0.308920,0.000000,m,ミ
246,8.200000,0.382303,0.036554,1.000000,1.000000,0.312699,0.000000,i,ミ
247,8.233333,0.232162,0.186674,1.000000,1.000000,0.316662,0.000000,i,ミ
248,8.266667,0.286937,-0.020171,1.000000,1.000000,0.320799,0.000000,r,ル
249,8.300000,0.258691,-0.406725,1.000000,1.000000,0.325098,0.000000,u,ル
250,8.333333,0.051014,-0.683582,1.000000,1.000000,0.329547,0.000000,u,ル
251,8.366667,0.311333,-0.837281,1.000000,1.000000,0.334135,0.000000,k,コ
252,8.400000,0.508880,-0.922298,1.000000,1.000000,0.338849,0.000000,k,コ
253,8.433333,0.387216,-0.970884,1.000000,1.000000,0.343675,0.000000,o,コ
254,8.466667,0.330423,-0.992761,1.000000,1.000000,0.348601,0.000000,t,ト
255,8.500000,0.337580,-0.924366,1.000000,1.000000,0.353613,0.000000,t,ト
256,8.533333,0.433149,-0.442790,1.000000,1.000000,0.358697,0.000000,t,ト
257,8.566667,0.098711,-0.023888,0.450000,0.450000,0.363840,0.000000,o,ト
258,8.600000,0.000000,0.000000,0.000000,0.000000,0.369027,0.000000,sp,.
259,8.633333,0.000000,0.000000,0.000000,0.000000,0.374244,0.000000,sp,.
260,8.666667,0.000000,0.000000,0.250000,0.250000,0.379476,0.000000,sp,.
261,8.700000,0.000000,0.000000,0.600000,0.600000,0.384711,0.000000,sp,.
262,8.733333,0.000000,-0.220835,0.840000,0.840000,0.389932,0.000000,sil,
263,8.766667,0.000000,-0.672662,1.000000,1.000000,0.395126,0.000000,sil,
264,8.800000,0.000000,-0.841126,1.000000,1.000000,0.400279,0.000000,sil,
265,8.833333,0.000000,-0.819071,1.000000,1.000000,0.405376,0.000000,sil,
266,8.866667,0.000000,-0.797009,1.000000,1.000000,0.410403,0.000000,sil,
267,8.900000,0.081509,-0.773396,1.000000,1.000000,0.415347,0.000000,sil,
268,8.933333,0.167078,-0.738590,1.000000,1.000000,0.420195,0.000000,f,フ
269,8.966667,0.326914,-0.665345,1.000000,1.000000,0.424932,0.000000,u,フ
270,9.000000,0.435499,-0.526270,1.000000,1.000000,0.429546,0.000000,u,フ
271,9.033333,0.611237,-0.347491,1.000000,1.000000,0.434024,0.000000,t,タ
272,9.066667,0.546501,-0.220808,1.000000,1.000000,0.438354,0.000000,a,タ
273,9.100000,0.206501,-0.221522,1.000000,1.000000,0.442553,0.000000,ts,ツ
274,9.133333,0.190165,-0.328323,1.000000,1.000000,0.447500,0.000000,ts,ツ
275,9.166667,0.248177,-0.312630,1.000000,1.000000,0.453583,0.000000,ts,ツ
276,9.200000,0.222280,-0.080864,1.000000,1.000000,0.460741,0.000000,u,ツ
277,9.233333,0.000000,0.000000,1.000000,1.000000,0.468885,0.000000,m,メ
278,9.266667,0.340000,0.000000,1.000000,1.000000,0.477901,0.000000,m,メ
279,9.300000,0.506876,0.034996,1.000000,1.000000,0.487649,0.000000,e,メ
280,9.333333,0.448189,0.179582,1.000000,1.000000,0.497971,0.000000,w,ワ
281,9.366667,0.455307,0.226644,1.000000,1.000000,0.508689,0.000000,w,ワ
282,9.400000,0.634944,0.179687,1.000000,1.000000,0.519615,0.000000,w,ワ
283,9.433333,0.722940,0.127464,1.000000,1.000000,0.530549,0.000000,a,ワ
284,9.466667,0.723224,0.078957,1.000000,1.000000,0.541286,0.000000,a,ワ
285,9.500000,0.643499,0.043147,1.000000,1.000000,0.551620,0.000000,a,ワ
286,9.533333,0.303499,0.028550,1.000000,1.000000,0.561352,0.000000,a,ワ
287,9.566667,0.000000,0.019604,1.000000,1.000000,0.570288,0.000000,a,ワ
288,9.600000,0.000000,0.000000,1.000000,1.000000,0.578247,0.000000,a,ワ
289,9.633333,0.000000,0.000000,1.000000,1.000000,0.585066,0.000000,sp,","
290,9.666667,0.000000,0.000000,1.000000,1.000000,0.590600,0.000000,sp,","
291,9.700000,0.000000,0.000000,1.000000,1.000000,0.594731,0.000000,sp,","
292,9.733333,0.000000,0.000000,1.000000,1.000000,0.597362,0.000000,sp,","
293,9.766667,0.000000,0.000000,1.000000,1.000000,0.598429,0.000000,sp,","
294,9.800000,0.000000,0.000000,1.000000,1.000000,0.597893,0.000000,sp,","
295,9.833333,0.000000,0.000000,1.000000,1.000000,0.595750,0.000000,sp,","
296,9.866667,0.000000,0.000000,1.000000,1.000000,0.592023,0.000000,sp,","
297,9.900000,0.000000,0.000000,1.000000,1.000000,0.586766,0.000000,sp,","
298,9.933333,0.000000,0.000000,1.000000,1.000000,0.580065,0.000000,sp,","
299,9.966667,0.064145,0.000000,1.000000,1.000000,0.572029,0.000000,sp,","
300,10.000000,0.335151,0.065015,1.000000,1.000000,0.562795,0.000000,k,ケ
301,10.033333,0.497521,0.251613,1.000000,1.000000,0.552520,0.000000,k,ケ
302,10.066667,0.631261,0.415498,1.000000,1.000000,0.541381,0.000000,e,ケ
303,10.100000,0.488996,0.543551,1.000000,1.000000,0.529568,0.000000,e,ケ
304,10.133333,0.365044,0.647455,1.000000,1.000000,0.517284,0.000000,i,イ
305,10.166667,0.200936,0.628623,1.000000,1.000000,0.504737,0.000000,z,ザ
306,10.200000,0.194372,0.493832,1.000000,1.000000,0.492137,0.000000,z,ザ
307,10.233333,0.492096,0.346961,1.000000,1.000000,0.479691,0.000000,z,ザ
308,10.266667,0.750894,0.314828,1.000000,1.000000,0.467599,0.000000,a,ザ
309,10.300000,0.454532,0.449292,1.000000,1.000000,0.456052,0.000000,a,ザ
310,10.333333,0.301027,0.624415,1.000000,1.000000,0.445221,0.000000,i,イ
311,10.366667,0.191707,0.681846,1.000000,1.000000,0.435263,0.000000,s,セ
312,10.400000,0.209714,0.622646,1.000000,1.000000,0.426310,0.000000,s,セ
313,10.433333,0.519036,0.543677,1.000000,1.000000,0.418468,0.000000,s,セ
314,10.466667,0.597591,0.528330,1.000000,1.000000,0.411820,0.000000,e,セ
315,10.500000,0.422383,0.571226,1.000000,1.000000,0.406387,0.000000,e,セ
316,10.533333,0.294536,0.537622,1.000000,1.000000,0.401303,0.000000,i,イ
317,10.566667,0.191607,0.315837,1.000000,1.000000,0.396160,0.000000,ch,チョ
318,10.600000,0.192744,-0.048044,1.000000,1.000000,0.390973,0.000000,ch,チョ
319,10.633333,0.379578,-0.437005,1.000000,1.000000,0.385756,0.000000,ch,チョ
320,10.666667,0.564084,-0.747981,1.000000,1.000000,0.380524,0.000000,o,チョ
321,10.700000,0.517543,-0.923257,1.000000,1.000000,0.375289,0.000000,o,オ
322,10.733333,0.347721,-0.985591,1.000000,1.000000,0.370068,0.000000,t,ト
323,10.766667,0.336034,-0.990803,1.000000,1.000000,0.365083,-0.062169,t,ト
